c1,c2,stim,isPlural
check,books,checkbooks,1
word,books,wordbooks,1
note,books,notebooks,1
pocket,books,pocketbooks,1
school,books,schoolbooks,1
song,books,songbooks,1
guide,books,guidebooks,1
jib,boom,jibboom,0
jack,boot,jackboot,0
toll,booth,tollbooth,0
toll,booths,tollbooths,1
jack,boots,jackboots,1
sly,boots,slyboots,1
smooth,bore,smoothbore,0
wood,borer,woodborer,0
first,born,firstborn,0
new,born,newborn,0
under,boss,underboss,0
blue,bottle,bluebottle,0
green,bottle,greenbottle,0
blue,bottles,bluebottles,1
home,bound,homebound,0
long,bow,longbow,0
rain,bow,rainbow,0
saddle,bow,saddlebow,0
cross,bow,crossbow,0
hand,bow,handbow,0
wash,bowl,washbowl,0
fish,bowl,fishbowl,0
fish,bowls,fishbowls,1
wash,bowls,washbowls,1
long,bowman,longbowman,0
long,bows,longbows,1
cross,bows,crossbows,1
rain,bows,rainbows,1
juke,box,jukebox,0
band,box,bandbox,0
tool,box,toolbox,0
work,box,workbox,0
soap,box,soapbox,0
match,box,matchbox,0
lock,box,lockbox,0
paint,box,paintbox,0
horse,box,horsebox,0
cash,box,cashbox,0
sky,box,skybox,0
hot,box,hotbox,0
rattle,box,rattlebox,0
post,box,postbox,0
tinder,box,tinderbox,0
sand,box,sandbox,0
mail,box,mailbox,0
hat,box,hatbox,0
ice,box,icebox,0
pill,box,pillbox,0
sweat,box,sweatbox,0
chatter,box,chatterbox,0
play,box,playbox,0
gear,box,gearbox,0
snuff,box,snuffbox,0
shoe,box,shoebox,0
deed,box,deedbox,0
strong,box,strongbox,0
fire,box,firebox,0
salt,box,saltbox,0
sound,box,soundbox,0
bread,box,breadbox,0
chatter,boxes,chatterboxes,1
tinder,boxes,tinderboxes,1
hot,boxes,hotboxes,1
snuff,boxes,snuffboxes,1
ice,boxes,iceboxes,1
match,boxes,matchboxes,1
fire,boxes,fireboxes,1
paint,boxes,paintboxes,1
post,boxes,postboxes,1
gear,boxes,gearboxes,1
bread,boxes,breadboxes,1
salt,boxes,saltboxes,1
pill,boxes,pillboxes,1
band,boxes,bandboxes,1
sand,boxes,sandboxes,1
juke,boxes,jukeboxes,1
tool,boxes,toolboxes,1
hat,boxes,hatboxes,1
strong,boxes,strongboxes,1
soap,boxes,soapboxes,1
mail,boxes,mailboxes,1
shadow,boxing,shadowboxing,0
bell,boy,bellboy,0
school,boy,schoolboy,0
page,boy,pageboy,0
plow,boy,plowboy,0
home,boy,homeboy,0
sand,boy,sandboy,0
pot,boy,potboy,0
news,boy,newsboy,0
cow,boy,cowboy,0
day,boy,dayboy,0
dough,boy,doughboy,0
paper,boy,paperboy,0
play,boy,playboy,0
tall,boy,tallboy,0
low,boy,lowboy,0
plough,boy,ploughboy,0
high,boy,highboy,0
bus,boy,busboy,0
stable,boy,stableboy,0
choir,boy,choirboy,0
tom,boy,tomboy,0
link,boy,linkboy,0
bully,boy,bullyboy,0
tall,boys,tallboys,1
bus,boys,busboys,1
bell,boys,bellboys,1
school,boys,schoolboys,1
choir,boys,choirboys,1
home,boys,homeboys,1
cow,boys,cowboys,1
page,boys,pageboys,1
play,boys,playboys,1
news,boys,newsboys,1
paper,boys,paperboys,1
low,boys,lowboys,1
bully,boys,bullyboys,1
boot,boys,bootboys,1
high,boys,highboys,1
tom,boys,tomboys,1
mid,brain,midbrain,0
hind,brain,hindbrain,0
bird,brain,birdbrain,0
scatter,brain,scatterbrain,0
bird,brains,birdbrains,1
scatter,brains,scatterbrains,1
cane,brake,canebrake,0
air,brake,airbrake,0
cane,brakes,canebrakes,1
fire,brand,firebrand,0
fire,brands,firebrands,1
fire,brat,firebrat,0
sow,bread,sowbread,0
flat,bread,flatbread,0
corn,bread,cornbread,0
sweet,bread,sweetbread,0
short,bread,shortbread,0
ginger,bread,gingerbread,0
bee,bread,beebread,0
sweet,breads,sweetbreads,1
finger,breadth,fingerbreadth,0
hairs,breadth,hairsbreadth,0
hand,breadth,handbreadth,0
hands,breadth,handsbreadth,0
hairs,breadths,hairsbreadths,1
prison,break,prisonbreak,0
fire,break,firebreak,0
jail,break,jailbreak,0
day,break,daybreak,0
news,break,newsbreak,0
heart,break,heartbreak,0
wind,break,windbreak,0
gaol,break,gaolbreak,0
strike,breaker,strikebreaker,0
safe,breaker,safebreaker,0
ice,breaker,icebreaker,0
middle,breaker,middlebreaker,0
ground,breaker,groundbreaker,0
jaw,breaker,jawbreaker,0
law,breaker,lawbreaker,0
heart,breaker,heartbreaker,0
house,breaker,housebreaker,0
wind,breaker,windbreaker,0
tie,breaker,tiebreaker,0
law,breakers,lawbreakers,1
tie,breakers,tiebreakers,1
house,breakers,housebreakers,1
ice,breakers,icebreakers,1
strike,breakers,strikebreakers,1
wind,breakers,windbreakers,1
jaw,breakers,jawbreakers,1
house,breaking,housebreaking,0
strike,breaking,strikebreaking,0
ground,breaking,groundbreaking,0
jail,breaks,jailbreaks,1
fire,breaks,firebreaks,1
heart,breaks,heartbreaks,1
wind,breaks,windbreaks,1
red,breast,redbreast,0
red,breasts,redbreasts,1
pure,bred,purebred,0
thorough,bred,thoroughbred,0
cross,breed,crossbreed,0
mouth,breeder,mouthbreeder,0
cross,breeding,crossbreeding,0
cross,breeds,crossbreeds,1
home,brew,homebrew,0
sweet,briar,sweetbriar,0
fire,brick,firebrick,0
gold,brick,goldbrick,0
gold,bricking,goldbricking,0
gold,bricks,goldbricks,1
fire,bricks,firebricks,1
fly,bridge,flybridge,0
foot,bridge,footbridge,0
weigh,bridge,weighbridge,0
draw,bridge,drawbridge,0
draw,bridges,drawbridges,1
foot,bridges,footbridges,1
weigh,bridges,weighbridges,1
green,brier,greenbrier,0
bull,brier,bullbrier,0
sweet,brier,sweetbrier,0
cat,brier,catbrier,0
sweet,briers,sweetbriers,1
stock,broker,stockbroker,0
pawn,broker,pawnbroker,0
power,broker,powerbroker,0
stock,brokers,stockbrokers,1
pawn,brokers,pawnbrokers,1
middle,brow,middlebrow,0
high,brow,highbrow,0
eye,brow,eyebrow,0
low,brow,lowbrow,0
eye,brows,eyebrows,1
high,brows,highbrows,1
low,brows,lowbrows,1
middle,brows,middlebrows,1
tooth,brush,toothbrush,0
red,brush,redbrush,0
bottle,brush,bottlebrush,0
paint,brush,paintbrush,0
clothes,brush,clothesbrush,0
sage,brush,sagebrush,0
nail,brush,nailbrush,0
hair,brush,hairbrush,0
under,brush,underbrush,0
air,brush,airbrush,0
air,brushes,airbrushes,1
paint,brushes,paintbrushes,1
tooth,brushes,toothbrushes,1
hair,brushes,hairbrushes,1
under,brushes,underbrushes,1
nail,brushes,nailbrushes,1
bush,buck,bushbuck,0
gems,buck,gemsbuck,0
roe,buck,roebuck,0
black,buck,blackbuck,0
saw,buck,sawbuck,0
prong,buck,prongbuck,0
water,buck,waterbuck,0
spring,buck,springbuck,0
turn,buckle,turnbuckle,0
swash,buckler,swashbuckler,0
swash,bucklers,swashbucklers,1
turn,buckles,turnbuckles,1
swash,buckling,swashbuckling,0
roe,bucks,roebucks,1
saw,bucks,sawbucks,1
rose,bud,rosebud,0
red,bud,redbud,0
taste,bud,tastebud,0
rose,buds,rosebuds,1
croton,bug,crotonbug,0
red,bug,redbug,0
bed,bug,bedbug,0
fire,bug,firebug,0
lady,bug,ladybug,0
litter,bug,litterbug,0
mealy,bug,mealybug,0
spittle,bug,spittlebug,0
doodle,bug,doodlebug,0
tumble,bug,tumblebug,0
jitter,bug,jitterbug,0
shutter,bug,shutterbug,0
super,bug,superbug,0
bed,bugs,bedbugs,1
doodle,bugs,doodlebugs,1
lady,bugs,ladybugs,1
jitter,bugs,jitterbugs,1
mealy,bugs,mealybugs,1
shutter,bugs,shutterbugs,1
litter,bugs,litterbugs,1
fire,bugs,firebugs,1
house,builder,housebuilder,0
body,builder,bodybuilder,0
coach,builder,coachbuilder,0
boat,builder,boatbuilder,0
muscle,builder,musclebuilder,0
ship,builder,shipbuilder,0
home,builder,homebuilder,0
home,builders,homebuilders,1
body,builders,bodybuilders,1
ship,builders,shipbuilders,1
body,building,bodybuilding,0
ship,building,shipbuilding,0
muscle,building,musclebuilding,0
light,bulb,lightbulb,0
flash,bulb,flashbulb,0
flash,bulbs,flashbulbs,1
stumble,bum,stumblebum,0
goose,bump,goosebump,0
cockle,bur,cocklebur,0
sand,bur,sandbur,0
clot,bur,clotbur,0
butter,bur,butterbur,0
over,burden,overburden,0
over,burdens,overburdens,1
cheese,burger,cheeseburger,0
beef,burger,beefburger,0
tuna,burger,tunaburger,0
cheese,burgers,cheeseburgers,1
beef,burgers,beefburgers,1
side,burn,sideburn,0
heart,burn,heartburn,0
wind,burn,windburn,0
sun,burn,sunburn,0
after,burner,afterburner,0
barn,burner,barnburner,0
after,burners,afterburners,1
heart,burning,heartburning,0
side,burns,sideburns,1
sun,burns,sunburns,1
wind,burns,windburns,1
cockle,burr,cockleburr,0
cloud,burst,cloudburst,0
sun,burst,sunburst,0
air,burst,airburst,0
cloud,bursts,cloudbursts,1
sun,bursts,sunbursts,1
trolley,bus,trolleybus,0
air,bus,airbus,0
motor,bus,motorbus,0
air,buses,airbuses,1
trolley,buses,trolleybuses,1
flannel,bush,flannelbush,0
daisy,bush,daisybush,0
brittle,bush,brittlebush,0
lawyer,bush,lawyerbush,0
silver,bush,silverbush,0
golden,bush,goldenbush,0
tangle,bush,tanglebush,0
rose,bush,rosebush,0
skunk,bush,skunkbush,0
shad,bush,shadbush,0
match,bush,matchbush,0
salt,bush,saltbush,0
stagger,bush,staggerbush,0
needle,bush,needlebush,0
pucker,bush,puckerbush,0
squaw,bush,squawbush,0
spice,bush,spicebush,0
fetter,bush,fetterbush,0
rose,bushes,rosebushes,1
sod,buster,sodbuster,0
trust,buster,trustbuster,0
block,buster,blockbuster,0
bronco,buster,broncobuster,0
block,busters,blockbusters,1
bronco,busters,broncobusters,1
scuttle,butt,scuttlebutt,0
belly,button,bellybutton,0
belly,buttons,bellybuttons,1
good,bye,goodbye,0
good,byes,goodbyes,1
taxi,cab,taxicab,0
taxi,cabs,taxicabs,1
bird,cage,birdcage,0
bird,cages,birdcages,1
yellow,cake,yellowcake,0
batter,cake,battercake,0
flap,cake,flapcake,0
cheese,cake,cheesecake,0
hot,cake,hotcake,0
oat,cake,oatcake,0
bride,cake,bridecake,0
hoe,cake,hoecake,0
griddle,cake,griddlecake,0
coffee,cake,coffeecake,0
johnny,cake,johnnycake,0
cup,cake,cupcake,0
pan,cake,pancake,0
fruit,cake,fruitcake,0
short,cake,shortcake,0
seed,cake,seedcake,0
fried,cake,friedcake,0
ash,cake,ashcake,0
tea,cake,teacake,0
beef,cake,beefcake,0
fried,cakes,friedcakes,1
short,cakes,shortcakes,1
pan,cakes,pancakes,1
cheese,cakes,cheesecakes,1
cup,cakes,cupcakes,1
johnny,cakes,johnnycakes,1
hoe,cakes,hoecakes,1
coffee,cakes,coffeecakes,1
hot,cakes,hotcakes,1
fruit,cakes,fruitcakes,1
oat,cakes,oatcakes,1
beef,cakes,beefcakes,1
griddle,cakes,griddlecakes,1
tea,cakes,teacakes,1
cat,call,catcall,0
over,call,overcall,0
bird,call,birdcall,0
cat,calls,catcalls,1
web,cam,webcam,0
oil,can,oilcan,0
ash,can,ashcan,0
foot,candle,footcandle,0
sugar,cane,sugarcane,0
water,cannon,watercannon,0
oil,cans,oilcans,1
ash,cans,ashcans,1
can,cans,cancans,1
sky,cap,skycap,0
black,cap,blackcap,0
ice,cap,icecap,0
mad,cap,madcap,0
hub,cap,hubcap,0
night,cap,nightcap,0
knee,cap,kneecap,0
skull,cap,skullcap,0
toe,cap,toecap,0
snow,cap,snowcap,0
bottle,cap,bottlecap,0
fools,cap,foolscap,0
milk,cap,milkcap,0
red,cap,redcap,0
mob,cap,mobcap,0
waxy,cap,waxycap,0
white,cap,whitecap,0
seas,cape,seascape,0
lands,cape,landscape,0
waters,cape,waterscape,0
lands,caper,landscaper,0
lands,capes,landscapes,1
mad,caps,madcaps,1
toe,caps,toecaps,1
ice,caps,icecaps,1
knee,caps,kneecaps,1
sky,caps,skycaps,1
hub,caps,hubcaps,1
red,caps,redcaps,1
skull,caps,skullcaps,1
night,caps,nightcaps,1
white,caps,whitecaps,1
tram,car,tramcar,0
box,car,boxcar,0
horse,car,horsecar,0
motor,car,motorcar,0
stock,car,stockcar,0
rail,car,railcar,0
hand,car,handcar,0
side,car,sidecar,0
flat,car,flatcar,0
street,car,streetcar,0
flash,card,flashcard,0
key,card,keycard,0
post,card,postcard,0
cash,card,cashcard,0
score,card,scorecard,0
race,card,racecard,0
letter,card,lettercard,0
time,card,timecard,0
echo,cardiogram,echocardiogram,0
flash,cards,flashcards,1
post,cards,postcards,1
score,cards,scorecards,1
after,care,aftercare,0
child,care,childcare,0
health,care,healthcare,0
skin,care,skincare,0
hair,care,haircare,0
day,care,daycare,0
under,carriage,undercarriage,0
under,carriages,undercarriages,1
hand,cars,handcars,1
flat,cars,flatcars,1
box,cars,boxcars,1
street,cars,streetcars,1
side,cars,sidecars,1
motor,cars,motorcars,1
tram,cars,tramcars,1
apple,cart,applecart,0
golf,cart,golfcart,0
push,cart,pushcart,0
dust,cart,dustcart,0
hand,cart,handcart,0
tea,cart,teacart,0
dump,cart,dumpcart,0
dog,cart,dogcart,0
pony,cart,ponycart,0
push,carts,pushcarts,1
hand,carts,handcarts,1
dust,carts,dustcarts,1
dog,carts,dogcarts,1
wood,carver,woodcarver,0
wood,carvers,woodcarvers,1
heads,carves,headscarves,1
wood,carving,woodcarving,0
wood,carvings,woodcarvings,1
note,case,notecase,0
crank,case,crankcase,0
upper,case,uppercase,0
brief,case,briefcase,0
brain,case,braincase,0
seed,case,seedcase,0
door,case,doorcase,0
show,case,showcase,0
card,case,cardcase,0
book,case,bookcase,0
suit,case,suitcase,0
pillow,case,pillowcase,0
lower,case,lowercase,0
nut,case,nutcase,0
stair,case,staircase,0
book,cases,bookcases,1
crank,cases,crankcases,1
brief,cases,briefcases,1
show,cases,showcases,1
seed,cases,seedcases,1
pillow,cases,pillowcases,1
stair,cases,staircases,1
nut,cases,nutcases,1
suit,cases,suitcases,1
video,cassette,videocassette,0
audio,cassette,audiocassette,0
video,cassettes,videocassettes,1
color,cast,colorcast,0
colour,cast,colourcast,0
down,cast,downcast,0
over,cast,overcast,0
sports,cast,sportscast,0
broad,cast,broadcast,0
news,cast,newscast,0
worm,cast,wormcast,0
rough,cast,roughcast,0
broad,caster,broadcaster,0
sports,caster,sportscaster,0
news,caster,newscaster,0
sports,casters,sportscasters,1
news,casters,newscasters,1
broad,casters,broadcasters,1
broad,casting,broadcasting,0
over,casting,overcasting,0
broad,castings,broadcastings,1
card,castle,cardcastle,0
sports,casts,sportscasts,1
out,casts,outcasts,1
news,casts,newscasts,1
broad,casts,broadcasts,1
over,casts,overcasts,1
hell,cat,hellcat,0
tom,cat,tomcat,0
bear,cat,bearcat,0
bob,cat,bobcat,0
wild,cat,wildcat,0
pole,cat,polecat,0
mud,cat,mudcat,0
pussy,cat,pussycat,0
copy,cat,copycat,0
oyster,catcher,oystercatcher,0
cow,catcher,cowcatcher,0
fly,catcher,flycatcher,0
gnat,catcher,gnatcatcher,0
cow,catchers,cowcatchers,1
fly,catchers,flycatchers,1
summer,caters,summercaters,1
wild,cats,wildcats,1
pole,cats,polecats,1
tom,cats,tomcats,1
copy,cats,copycats,1
hell,cats,hellcats,1
bob,cats,bobcats,1
pussy,cats,pussycats,1
salt,cellar,saltcellar,0
salt,cellars,saltcellars,1
job,centre,jobcentre,0
high,chair,highchair,0
push,chair,pushchair,0
arm,chair,armchair,0
wheel,chair,wheelchair,0
push,chairs,pushchairs,1
high,chairs,highchairs,1
wheel,chairs,wheelchairs,1
arm,chairs,armchairs,1
bed,chamber,bedchamber,0
bed,chambers,bedchambers,1
plain,chant,plainchant,0
under,charge,undercharge,0
over,charge,overcharge,0
under,charges,undercharges,1
over,charges,overcharges,1
flow,chart,flowchart,0
flow,charts,flowcharts,1
steeple,chase,steeplechase,0
steeple,chaser,steeplechaser,0
steeple,chases,steeplechases,1
chit,chat,chitchat,0
stone,chat,stonechat,0
back,chat,backchat,0
whin,chat,whinchat,0
chit,chats,chitchats,1
wind,cheater,windcheater,0
wind,cheaters,windcheaters,1
cross,check,crosscheck,0
pay,check,paycheck,0
pay,checks,paychecks,1
cross,checks,crosschecks,1
head,cheese,headcheese,0
choke,cherries,chokecherries,1
choke,cherry,chokecherry,0
pea,chick,peachick,0
necker,chief,neckerchief,0
necker,chiefs,neckerchiefs,1
god,child,godchild,0
school,child,schoolchild,0
step,child,stepchild,0
grand,child,grandchild,0
brain,child,brainchild,0
grand,children,grandchildren,1
school,children,schoolchildren,1
brain,children,brainchildren,1
god,children,godchildren,1
radio,chlorine,radiochlorine,0
sun,choke,sunchoke,0
hog,choker,hogchoker,0
acetyl,choline,acetylcholine,0
lamb,chop,lambchop,0
pork,chop,porkchop,0
rock,chuck,rockchuck,0
wood,chuck,woodchuck,0
wood,chucks,woodchucks,1
iron,clad,ironclad,0
quit,claim,quitclaim,0
quit,claims,quitclaims,1
hand,clap,handclap,0
thunder,clap,thunderclap,0
thunder,claps,thunderclaps,1
hand,clasp,handclasp,0
hand,clasps,handclasps,1
under,class,underclass,0
under,classes,underclasses,1
cat,claw,catclaw,0
owl,claws,owlclaws,1
fire,clay,fireclay,0
pipe,clay,pipeclay,0
house,cleaning,housecleaning,0
sales,clerk,salesclerk,0
sales,clerks,salesclerks,1
paper,clip,paperclip,0
paper,clips,paperclips,1
hair,cloth,haircloth,0
table,cloth,tablecloth,0
back,cloth,backcloth,0
dust,cloth,dustcloth,0
oil,cloth,oilcloth,0
sack,cloth,sackcloth,0
broad,cloth,broadcloth,0
dish,cloth,dishcloth,0
terry,cloth,terrycloth,0
cheese,cloth,cheesecloth,0
saddle,cloth,saddlecloth,0
cere,cloth,cerecloth,0
sail,cloth,sailcloth,0
neck,cloth,neckcloth,0
wash,cloth,washcloth,0
waist,cloth,waistcloth,0
breech,cloth,breechcloth,0
horse,cloth,horsecloth,0
loin,cloth,loincloth,0
under,clothes,underclothes,1
bed,clothes,bedclothes,1
night,clothes,nightclothes,1
over,clothes,overclothes,1
under,clothing,underclothing,0
wash,cloths,washcloths,1
table,cloths,tablecloths,1
oil,cloths,oilcloths,1
dish,cloths,dishcloths,1
back,cloths,backcloths,1
loin,cloths,loincloths,1
thunder,cloud,thundercloud,0
thunder,clouds,thunderclouds,1
breech,clout,breechclout,0
night,club,nightclub,0
book,club,bookclub,0
night,clubs,nightclubs,1
slow,coach,slowcoach,0
motor,coach,motorcoach,0
stage,coach,stagecoach,0
slow,coaches,slowcoaches,1
stage,coaches,stagecoaches,1
photo,coagulator,photocoagulator,0
char,coals,charcoals,1
sea,coast,seacoast,0
sea,coasts,seacoasts,1
rain,coat,raincoat,0
waist,coat,waistcoat,0
red,coat,redcoat,0
under,coat,undercoat,0
pea,coat,peacoat,0
turn,coat,turncoat,0
over,coat,overcoat,0
house,coat,housecoat,0
tail,coat,tailcoat,0
top,coat,topcoat,0
blue,coat,bluecoat,0
great,coat,greatcoat,0
over,coating,overcoating,0
turn,coats,turncoats,1
waist,coats,waistcoats,1
over,coats,overcoats,1
under,coats,undercoats,1
great,coats,greatcoats,1
top,coats,topcoats,1
rain,coats,raincoats,1
red,coats,redcoats,1
house,coats,housecoats,1
tail,coats,tailcoats,1
corn,cob,corncob,0
corn,cobs,corncobs,1
pet,cock,petcock,0
turn,cock,turncock,0
hay,cock,haycock,0
black,cock,blackcock,0
moor,cock,moorcock,0
ball,cock,ballcock,0
pea,cock,peacock,0
game,cock,gamecock,0
wood,cock,woodcock,0
shuttle,cock,shuttlecock,0
weather,cock,weathercock,0
stop,cock,stopcock,0
pea,cocks,peacocks,1
wood,cocks,woodcocks,1
ball,cocks,ballcocks,1
hay,cocks,haycocks,1
pet,cocks,petcocks,1
weather,cocks,weathercocks,1
game,cocks,gamecocks,1
stop,cocks,stopcocks,1
ling,cod,lingcod,0
molly,coddle,mollycoddle,0
molly,coddler,mollycoddler,0
molly,coddles,mollycoddles,1
post,code,postcode,0
post,codes,postcodes,1
water,color,watercolor,0
water,colorist,watercolorist,0
water,colorists,watercolorists,1
water,colors,watercolors,1
water,colour,watercolour,0
honey,comb,honeycomb,0
cox,comb,coxcomb,0
curry,comb,currycomb,0
cocks,comb,cockscomb,0
pocket,comb,pocketcomb,0
beach,comber,beachcomber,0
beach,combers,beachcombers,1
cocks,combs,cockscombs,1
curry,combs,currycombs,1
honey,combs,honeycombs,1
cox,combs,coxcombs,1
new,comer,newcomer,0
late,comer,latecomer,0
over,comer,overcomer,0
late,comers,latecomers,1
new,comers,newcomers,1
short,coming,shortcoming,0
home,coming,homecoming,0
home,comings,homecomings,1
pine,cone,pinecone,0
over,confidence,overconfidence,0
hen,coop,hencoop,0
fibers,cope,fiberscope,0
rip,cord,ripcord,0
patch,cord,patchcord,0
whip,cord,whipcord,0
rip,cords,ripcords,1
fours,core,fourscore,0
threes,core,threescore,0
broom,corn,broomcorn,0
pepper,corn,peppercorn,0
barley,corn,barleycorn,0
pop,corn,popcorn,0
barley,corns,barleycorns,1
pepper,corns,peppercorns,1
ale,cost,alecost,0
carry,cot,carrycot,0
dove,cote,dovecote,0
sheep,cote,sheepcote,0
dove,cotes,dovecotes,1
carry,cots,carrycots,1
gun,cotton,guncotton,0
head,count,headcount,0
nose,count,nosecount,0
head,counter,headcounter,0
head,counts,headcounts,1
outer,course,outercourse,0
water,course,watercourse,0
race,course,racecourse,0
water,courses,watercourses,1
race,courses,racecourses,1
law,court,lawcourt,0
ground,cover,groundcover,0
bed,cover,bedcover,0
hard,cover,hardcover,0
slip,cover,slipcover,0
hard,covers,hardcovers,1
slip,covers,slipcovers,1
wise,crack,wisecrack,0
nut,cracker,nutcracker,0
safe,cracker,safecracker,0
fire,cracker,firecracker,0
nut,crackers,nutcrackers,1
fire,crackers,firecrackers,1
wise,cracks,wisecracks,1
needle,craft,needlecraft,0
wood,craft,woodcraft,0
hand,craft,handcraft,0
water,craft,watercraft,0
air,craft,aircraft,0
trade,craft,tradecraft,0
house,craft,housecraft,0
hover,craft,hovercraft,0
priest,craft,priestcraft,0
witch,craft,witchcraft,0
space,craft,spacecraft,0
state,craft,statecraft,0
stage,craft,stagecraft,0
space,crafts,spacecrafts,1
hand,crafts,handcrafts,1
air,craftsman,aircraftsman,0
corn,crake,corncrake,0
gate,crasher,gatecrasher,0
gate,crashers,gatecrashers,1
night,crawler,nightcrawler,0
cold,cream,coldcream,0
ice,cream,icecream,0
over,credulity,overcredulity,0
honey,creeper,honeycreeper,0
wood,creeper,woodcreeper,0
stone,cress,stonecress,0
penny,cress,pennycress,0
water,cress,watercress,0
